cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
13800,"Wayne",129528,18,"Indiana","IN",81.0954,81.35262,84.45534,84.76279,84.19186,84.62796,87.15949,87.46761,74.84071,75.09641,79.67586,80.04863,82.86363,83.24135,83.88178,84.27412,.5737176,.5556073,.5350571,.5139593,.6621027,.6342346,.8001386,.7598,.4567986,.4579768,.498114,.4872029,.5639008,.5432679,.8014863,.7757633,71079,91907,100275,59246,63323,102332,99676,54314
13900,"Center",192308,18,"Indiana","IN",79.31957,79.81561,83.95644,84.34796,84.89678,85.2513,87.7068,87.89998,73.88501,74.43361,79.04044,79.48064,82.08038,82.45509,83.342,83.67759,.4437084,.4343854,.4647669,.447927,.531191,.5142505,.5540386,.5344651,.3679895,.3716044,.3728655,.3709065,.4538271,.4455446,.5554963,.5410924,108809,127763,147014,100353,95299,130992,148103,95580
14000,"Muncie",415487,18,"Indiana","IN",80.55783,81.10067,83.24304,83.67538,85.68254,86.06438,85.94498,86.29839,73.08018,73.69162,79.73408,80.19634,81.59405,82.03732,84.39365,84.72671,.2995078,.2940164,.3178057,.3098966,.3532393,.3423833,.5117396,.4898602,.2157811,.2280479,.2621244,.2681865,.3249096,.3237514,.4332991,.4204331,259464,281467,280389,171732,219211,284867,275131,156602
14100,"Fort Wayne",557161,18,"Indiana","IN",80.68497,81.26856,84.31561,84.65659,85.63506,85.97295,87.79819,88.02254,75.31597,75.92221,79.87238,80.26917,82.23183,82.62608,84.86383,85.15504,.2987093,.2960971,.2946222,.2851205,.3201906,.3104123,.365623,.3538629,.243623,.2479424,.2636028,.2654171,.2952268,.2927338,.3945973,.3868042,303922,381814,429421,294844,274548,389127,430409,274439
14200,"Indianapolis",1507346,18,"Indiana","IN",79.78015,80.56059,83.11633,83.56593,85.20108,85.61163,87.08727,87.40718,73.83691,74.64558,78.62129,79.12956,82.14267,82.59408,84.35365,84.74501,.1782203,.1845447,.1942284,.1925936,.2115818,.2065553,.2169729,.210942,.1422949,.1564549,.1693028,.1761172,.1975347,.2002635,.2001936,.1987418,827962,996606,1088187,1156925,740594,893634,1060223,1131208
14300,"Columbus",163284,18,"Indiana","IN",80.39638,80.86072,83.34335,83.73975,85.65585,85.95255,86.19955,86.51012,73.86177,74.33492,78.68562,79.12765,81.56379,81.935,83.31907,83.68367,.4976082,.482659,.494262,.4741561,.591789,.5648865,.7718591,.7366993,.3675901,.3673514,.4211079,.4184415,.5033185,.4925559,.7363234,.7154604,99798,122611,125048,78584,93734,128181,124744,74807
14400,"Terre Haute",261832,18,"Indiana","IN",78.46321,79.01801,82.75707,83.2282,84.42374,84.82433,87.7662,87.92015,73.44093,74.0073,79.15654,79.63747,82.13768,82.54066,84.40105,84.6454,.3596141,.3627005,.4308329,.4222385,.4698717,.454654,.6563731,.6324446,.2894766,.2993912,.3614946,.3568168,.4072703,.4042006,.6099869,.5940511,159833,173949,182895,102363,145062,183423,179948,93315
14500,"Lafayette",347966,18,"Indiana","IN",80.07162,80.6039,83.30887,83.67426,85.37948,85.71019,87.74393,87.88348,73.68324,74.21845,79.47871,79.87358,82.39933,82.7701,84.75917,84.98029,.3532534,.3476697,.3739499,.3599764,.4264966,.4071541,.4638869,.448888,.2764517,.2844287,.3081873,.3100649,.3660207,.3600139,.4862643,.4720939,185269,213081,239713,158502,163662,225220,238481,145412
14600,"Bloomington",280923,18,"Indiana","IN",81.03785,81.43872,84.89974,85.24558,85.2645,85.57724,87.6118,87.88203,75.06287,75.51919,79.60607,80.04818,82.0558,82.42812,83.84276,84.2252,.3836461,.3775149,.4220647,.4087056,.489979,.4738016,.6283812,.5960477,.3006771,.3067927,.3583248,.3571984,.4544171,.4462554,.6061112,.5876925,156826,179156,181824,120523,148566,184319,180457,110703
14700,"Evansville",388604,18,"Indiana","IN",81.19518,81.71263,83.55962,84.00608,85.07166,85.49158,86.73175,86.99535,74.15588,74.75398,79.65538,80.12425,82.84894,83.26608,84.24924,84.55392,.3284856,.3218994,.3317365,.322267,.4024048,.391549,.4952516,.4786597,.260885,.2702006,.3023008,.3021247,.3385754,.331261,.4671567,.4552375,219510,262475,312443,212157,195825,277104,315527,198912
14801,"Olney",55642,17,"Illinois","IL",80.93194,81.37128,84.07736,84.45827,84.86224,85.3004,86.86013,87.09206,74.96445,75.44037,79.68982,80.15913,83.6188,83.98891,86.45635,86.64402,.7018991,.6755457,.7796397,.7425129,1.12425,1.077687,1.629734,1.570752,.5676601,.5666134,.7082659,.6947943,.9255041,.899365,1.214795,1.170545,38665,41510,39833,17168,35031,45840,38371,14896
14802,"Vincennes",54708,18,"Indiana","IN",78.91159,79.45038,84.493,84.80543,86.88775,87.1785,86.598,86.97394,73.33475,73.88429,78.30115,78.73467,82.98614,83.38736,82.9331,83.29164,.7388713,.7221041,.917246,.879469,.9261132,.8789768,1.498103,1.421203,.5856733,.5892971,.6970692,.6931679,1.014991,.978256,1.404388,1.368151,35449,36142,35939,19938,31417,37983,34927,17663
14900,"Gary",675971,18,"Indiana","IN",80.16197,80.67679,82.62691,83.06069,84.78513,85.09308,85.86494,86.12277,73.64476,74.18487,77.91667,78.32146,81.07079,81.36596,82.86371,83.12392,.262122,.2612055,.2746068,.267833,.290421,.278806,.3507371,.3370446,.2099919,.2153967,.2223331,.2240396,.2428818,.2405015,.3021579,.2956501,385419,408716,511393,415561,292335,388831,540849,397761
15000,"Canton",700866,39,"Ohio","OH",81.90411,82.421,84.75892,85.14935,86.56581,86.90396,87.79106,88.04527,75.918,76.50277,80.67286,81.11952,82.89597,83.30594,84.90571,85.2273,.2385699,.2398047,.2347217,.2297743,.2807426,.2741888,.4142898,.3983892,.1867778,.1994695,.2166871,.2224753,.2714036,.2738034,.4089764,.3969338,475253,561088,493249,259839,416196,588798,476704,236662
15100,"Lorain",423702,39,"Ohio","OH",80.74977,81.03979,83.32078,83.68704,84.55993,84.94353,87.31477,87.5834,74.30395,74.6311,79.7845,80.16168,82.07346,82.46136,85.01163,85.31513,.3133647,.303688,.3387249,.3284381,.3668309,.3558317,.4584955,.4398296,.2488845,.2521812,.2637938,.2662331,.3072018,.3041044,.4387489,.4252375,258025,336597,341288,220728,217586,336359,345502,207996
15200,"Cleveland",2661167,39,"Ohio","OH",80.95606,81.7887,83.733,84.2692,85.6549,86.09431,87.59865,87.87293,75.10084,76.01569,79.80405,80.38147,82.68034,83.15348,85.31655,85.64439,.1316936,.1457692,.1445654,.1449899,.148453,.1495299,.1762001,.1726056,.1078008,.1273851,.1261034,.1334916,.1401709,.1440994,.1671697,.1646805,1574813,1939279,1821258,1473627,1408557,1764518,1729221,1395754
15300,"Parkersburg",202967,54,"West Virginia","WV",80.80418,81.24553,83.63958,84.07677,85.71712,86.09192,86.90031,87.133,75.59368,76.05291,80.88373,81.32954,82.28166,82.71722,85.40759,85.67773,.3881502,.3825003,.448996,.4347521,.5130152,.4922058,.8289579,.7958909,.3208469,.3304963,.378862,.3754151,.490895,.4753723,.6533721,.629968,150800,153010,143043,77580,137896,160892,139813,70696
15400,"Zanesville",188410,39,"Ohio","OH",81.07294,81.58627,84.19347,84.60913,84.90732,85.30546,87.30493,87.55811,75.60948,76.17945,80.11328,80.59339,82.66545,83.06492,83.87299,84.25145,.4182235,.408761,.4816814,.465234,.6275661,.6003711,.8644441,.8259318,.3267673,.3312307,.3905902,.3841938,.5362358,.5201755,.9363511,.9066435,150351,151015,120897,48947,138097,162937,116873,43609
15500,"Weirton",132008,39,"Ohio","OH",81.35621,81.80075,83.68114,84.10001,84.47266,84.9451,85.78134,86.21731,73.61935,74.1737,79.33542,79.79244,81.18643,81.68202,81.51449,81.98813,.4753203,.4587232,.5439263,.5236126,.6302507,.603131,1.135474,1.083109,.366203,.3756027,.4424472,.4407809,.5510963,.5430642,1.008075,.9893548,98638,99694,98980,41925,85629,108513,101043,36957
15600,"Wheeling",195637,54,"West Virginia","WV",80.80044,81.29536,83.3812,83.81867,85.05944,85.46673,86.62805,86.93111,75.05273,75.56871,79.93279,80.3764,82.80064,83.19513,84.34553,84.64815,.4027695,.3944308,.4983167,.4841356,.6359138,.6098354,.9526908,.9108207,.3034446,.3040199,.4018983,.3982476,.527274,.5090753,.7667247,.7394187,148737,137020,128960,66645,130764,146750,130599,59785
15700,"Scioto",225682,39,"Ohio","OH",81.45844,81.90265,83.82226,84.24309,84.49109,84.88641,87.46513,87.71484,74.79142,75.32058,78.31563,78.82178,81.7681,82.18499,82.16537,82.56816,.3951461,.3889928,.4559468,.4383347,.5955856,.5709824,.8965963,.8583907,.2990867,.3069836,.3856065,.3905055,.5222392,.5146739,.8756283,.8599379,158529,159696,127931,57402,148179,164189,128136,52323
15800,"Athens",142321,39,"Ohio","OH",81.98563,82.39,83.43873,83.89359,85.9652,86.33071,86.88186,87.11708,76.27803,76.73531,79.77776,80.23045,82.45406,82.85662,83.67912,83.99864,.5256696,.5104939,.6198396,.5988032,.75611,.7176819,1.108379,1.066606,.4061516,.4088326,.5007377,.4911866,.6607683,.6472447,.999642,.9665767,97138,94947,77526,38871,93845,97216,77420,34805
15900,"Columbus",1663807,39,"Ohio","OH",80.22822,80.91113,83.74945,84.20049,85.22905,85.61155,87.61778,87.83696,74.68441,75.44338,79.5297,80.05405,82.46316,82.89868,84.8569,85.17272,.1784315,.179394,.1706696,.1707319,.1870135,.1851618,.209055,.2054625,.1386095,.1534718,.160386,.1673302,.1788025,.1809622,.2136782,.2096272,893461,1213957,1191495,1054966,866874,1096326,1120997,1028191
16000,"Mansfield",326186,39,"Ohio","OH",81.36052,81.88963,84.20261,84.61048,86.65359,86.97556,86.86375,87.13773,74.81825,75.43703,79.8852,80.33733,82.3168,82.73132,84.27117,84.58285,.3408495,.3312714,.3570365,.3468701,.3965135,.3775585,.5914289,.5659289,.2548779,.267379,.2981304,.300832,.383411,.3808037,.565877,.5470921,214715,259114,218621,106315,190246,269575,213689,96607
16100,"State College",310658,42,"Pennsylvania","PA",82.94659,83.32287,84.77663,85.15637,87.29632,87.58529,88.63779,88.81306,76.3401,76.81058,81.88913,82.27302,83.77911,84.11813,85.42592,85.69685,.360889,.3533915,.4043355,.3888131,.4802578,.4620134,.5177954,.4950765,.3110233,.3143022,.34322,.3409749,.4444627,.4368671,.5616057,.5407532,168371,205673,205798,128080,160658,229687,201126,118909
16200,"Altoona",411749,42,"Pennsylvania","PA",82.86336,83.25998,84.72712,85.13035,86.40569,86.77156,87.88494,88.06773,76.41261,76.88974,81.04269,81.47729,84.08374,84.44829,85.4507,85.7044,.2994503,.2955038,.3515506,.3444568,.442061,.4239052,.5473985,.5287876,.2292672,.2389775,.2732819,.2747839,.3611291,.3533276,.5732886,.5547172,285046,315573,288897,132327,272337,351902,274196,120308
16300,"Pittsburgh",2561364,42,"Pennsylvania","PA",81.34144,81.95299,84.39127,84.83601,85.77822,86.16659,87.44066,87.66544,75.26913,75.94271,80.16373,80.65769,83.00446,83.41439,85.01956,85.30457,.1305668,.1377644,.1395327,.1462131,.1506567,.1532078,.1774583,.1789036,.1012708,.1251749,.1199584,.134442,.1366651,.1452776,.171799,.1743313,1442672,1748330,1896771,1552245,1317044,1689995,1815294,1456654
16400,"Youngstown",809682,39,"Ohio","OH",81.6531,82.2273,84.31203,84.753,85.93874,86.3446,86.59776,86.92013,75.28619,75.9326,79.94815,80.43468,83.01888,83.44619,84.26118,84.61206,.2123331,.2127469,.2271708,.2251867,.2630914,.255145,.3742157,.3597608,.17057,.1800286,.1994216,.2082063,.2468615,.243786,.3556909,.3471024,549521,614380,556350,296272,470907,625625,540891,270241
16500,"Erie",659098,42,"Pennsylvania","PA",81.64307,82.03786,84.44074,84.82948,86.10435,86.45628,87.68177,87.96271,75.8105,76.25436,80.77486,81.19379,82.4231,82.83399,84.7456,85.09576,.241906,.2434639,.2755291,.2704546,.3075297,.3007987,.4034007,.3857578,.1956415,.2059742,.2236641,.2293914,.2828191,.2852762,.4269868,.4153434,420718,461687,464579,246092,390629,497183,451231,223650
16600,"Roanoke",468038,51,"Virginia","VA",80.90142,81.57983,84.85102,85.25417,86.26412,86.60895,87.69127,87.94128,74.94867,75.69411,79.57114,80.07807,83.09569,83.49342,85.12437,85.438,.2827738,.2763601,.3046999,.2966763,.3387231,.325465,.4075328,.3908583,.221022,.2304171,.2721553,.273576,.3130367,.3053861,.4261387,.4158574,294806,333539,331848,236991,276465,320690,317219,217513
16701,"Elkins",60271,54,"West Virginia","WV",82.35085,82.73155,83.48552,83.87657,86.47544,86.84347,87.53413,87.88716,77.37634,77.81494,80.24495,80.66572,82.81223,83.25049,83.38513,83.81831,.6672956,.6400861,.9031298,.8649164,1.22897,1.16474,1.925374,1.826458,.5474825,.543088,.7126049,.6977708,1.050755,1.017076,1.68645,1.637455,52140,45817,32786,13297,52990,49707,31901,12216
16702,"Morgantown",259942,54,"West Virginia","WV",81.67867,82.11687,84.69016,85.05769,86.12315,86.4545,87.3681,87.52531,75.85781,76.35024,80.57753,80.98993,83.24635,83.60869,84.43456,84.67863,.3662738,.3576936,.4529952,.4367928,.5599198,.5373905,.7528769,.7290898,.2933737,.2971562,.3616214,.3575957,.488911,.4747783,.6624753,.6422104,170788,169649,160568,108938,164000,173354,158253,102542
16703,"Buckhannon",40323,54,"West Virginia","WV",81.84108,82.25854,85.28202,85.64969,84.98328,85.38134,88.45737,88.62948,77.89098,78.32616,81.01648,81.4296,83.80505,84.15182,82.2364,82.54874,.8469476,.811524,1.129746,1.077122,1.376469,1.320126,2.696291,2.605683,.6897031,.6791523,.870945,.8519089,1.109405,1.066477,1.885608,1.834231,33541,30215,24553,10885,32789,32601,24027,9711
16801,"Beckley",174251,54,"West Virginia","WV",81.69191,82.22679,83.87674,84.31704,86.64877,86.99413,85.88162,86.1272,76.42351,77.00401,79.53662,80.00397,83.10397,83.5035,84.46854,84.72951,.4238431,.4123317,.5564112,.5375859,.6400945,.6046836,1.023286,.9832109,.3460675,.3462009,.4777563,.4729015,.593502,.5759387,.8482673,.8222924,134758,114338,95656,49514,128418,117483,93126,45736
16802,"Summersville",58143,54,"West Virginia","WV",82.31396,82.71658,83.04765,83.51605,84.07697,84.50756,86.47807,86.75201,76.64709,77.11012,82.69407,83.11266,82.99203,83.35112,87.25144,87.49483,.7270979,.6989198,1.084003,1.042688,1.247276,1.195233,2.479593,2.393721,.5451108,.5389934,.8784515,.8484101,1.101909,1.072895,1.867844,1.787334,46680,36107,28399,11241,45777,40866,28332,10566
16901,"Charleston",347345,54,"West Virginia","WV",80.27494,80.81467,83.54012,83.9869,85.20535,85.61622,86.30163,86.53586,74.15929,74.73293,79.87084,80.32742,82.17276,82.61278,84.57593,84.82473,.3268974,.324678,.3853289,.3785083,.4451978,.4274861,.5649087,.5467631,.2348788,.2435506,.316585,.3160358,.3864003,.3790635,.528668,.515198,242861,234468,217601,152137,226951,223328,219157,145261
17000,"Pikeville",204354,21,"Kentucky","KY",81.40402,81.86732,82.54984,82.96837,84.49846,84.91832,83.61412,83.93317,75.53542,76.01355,78.67054,79.09286,81.72199,82.16032,83.78069,84.07046,.4452521,.4309877,.6613477,.6407219,.7444088,.7085298,1.159017,1.123323,.3195845,.3271123,.4858836,.479216,.6655992,.650937,.9953484,.9661435,146982,104672,89095,43849,140403,108457,92331,43006
17100,"Huntington",344380,21,"Kentucky","KY",81.46687,81.93401,83.64854,84.06461,84.81039,85.226,86.73569,87.00506,74.95418,75.46809,79.91119,80.34348,82.4845,82.89127,84.73756,85.02488,.3139115,.3113538,.379791,.3673759,.4742263,.4605601,.6341192,.6073849,.2368541,.2462492,.3056695,.3094158,.4094791,.4025395,.5609546,.5439752,249242,224066,195440,115502,228608,220863,192188,108065
17200,"Harrisonburg",174641,51,"Virginia","VA",82.39987,82.77321,85.26841,85.64532,86.48897,86.80506,88.07055,88.27206,76.84064,77.25084,81.08305,81.49093,83.4336,83.79663,86.23588,86.45603,.5048699,.4846436,.5297115,.5026379,.5665536,.5385757,.6527954,.6266275,.4179376,.4188496,.4348422,.4234572,.552611,.5364929,.6955522,.6722996,114122,132441,125857,76736,110687,143956,120225,69501
17300,"Staunton",188559,51,"Virginia","VA",81.47553,82.06748,84.34966,84.76008,85.69237,86.06511,87.46282,87.80785,75.35094,76.01446,80.60663,81.07269,83.05753,83.45411,86.08622,86.41264,.4244056,.4104463,.4635991,.444869,.510029,.4901228,.6471091,.6100647,.3266524,.3298754,.3844386,.381552,.4525221,.4405199,.6263066,.597883,131196,152404,148715,88499,119923,155604,142689,76670
17400,"Hagerstown",408535,42,"Pennsylvania","PA",81.12595,81.55851,83.98753,84.37492,86.17691,86.48953,87.25928,87.45807,74.62726,75.20768,80.03991,80.4834,82.98066,83.35246,84.60281,84.90508,.306911,.3013604,.3294292,.322271,.3401548,.325864,.4292861,.4134331,.2467153,.2561287,.2669309,.2720326,.3176934,.3191406,.4314603,.4196491,250025,318532,351018,236435,231252,336773,346985,220979
17501,"Cumberland",155822,24,"Maryland","MD",82.21623,82.63181,84.79282,85.23225,87.11167,87.44418,87.68302,87.86097,76.38416,76.86909,81.4975,81.94086,82.88568,83.30391,85.92048,86.1118,.4491647,.433252,.5457118,.5231985,.6319113,.5972029,.8361942,.8059781,.3601317,.3592465,.4405771,.4316007,.5681899,.5495003,.7881644,.7646909,112466,112581,103976,49840,104257,118261,101489,44181
17502,"Winchester",115649,51,"Virginia","VA",80.17457,80.71323,84.41091,84.80683,84.29103,84.63754,87.46317,87.68922,74.82763,75.35288,79.32732,79.80455,81.97497,82.34644,85.7823,86.00356,.5818208,.5658029,.6568589,.6280375,.7278167,.7032676,.7248906,.6967219,.4490887,.4467115,.5234394,.5176342,.6502022,.6370201,.6697602,.6488653,73622,88943,94988,84137,72109,91545,93067,80464
17600,"Charlottesville",273489,51,"Virginia","VA",81.43014,82.27348,84.10931,84.59164,85.836,86.29523,88.41212,88.57475,76.1097,77.0505,80.45904,81.01314,83.46155,83.93842,86.36006,86.61887,.4149913,.4041279,.4310333,.4155127,.4494589,.4277343,.404322,.3900683,.3395045,.3410992,.4022281,.3932715,.4147329,.4012565,.4061906,.3939115,157291,192579,206445,212048,144567,172160,190317,196055
17700,"Syracuse",1080612,36,"New York","NY",81.21468,81.65285,84.26379,84.6237,86.05123,86.38937,88.04598,88.2639,76.35614,76.8265,80.10957,80.53008,83.18459,83.56869,85.79694,86.0723,.2239263,.2239911,.2348125,.2335918,.2356193,.2348282,.296124,.288799,.182888,.1909646,.1986942,.2073624,.2219776,.2248506,.2822525,.2756127,592845,718776,761885,586816,568899,696898,735859,553018
17800,"Oneonta",161132,36,"New York","NY",81.73106,82.15133,83.65237,84.05894,86.79595,87.07903,87.69084,87.9492,77.50874,77.92297,81.20249,81.59433,83.52216,83.8565,84.52747,84.84411,.5177679,.5038921,.5515494,.5322688,.6314197,.6012108,.8794848,.8392951,.396682,.3976942,.449722,.4451154,.5823353,.5664124,.7346205,.7104143,110399,118209,107351,59631,109431,120831,100833,53262
17900,"Union",294558,36,"New York","NY",82.15025,82.49805,83.51763,83.8987,86.28278,86.61761,87.78352,87.97849,76.19331,76.59306,81.69991,82.05051,83.91753,84.26385,85.90604,86.14024,.3826653,.3716789,.4116734,.4041818,.4586443,.4377658,.5670666,.5465187,.2976386,.303854,.3542861,.3507012,.3986635,.3858783,.5170184,.4998046,178172,209599,210742,150061,176753,208812,200038,139703
18000,"Buffalo",2369699,36,"New York","NY",81.75666,82.2552,84.09726,84.52415,85.89721,86.23994,87.55592,87.78821,75.99626,76.55445,80.16579,80.62665,83.13337,83.51023,85.50088,85.77155,.1478954,.1450245,.1548452,.1544136,.1540899,.1553394,.1872275,.1839202,.1220258,.1297274,.1350585,.1458924,.1566045,.1620173,.175764,.1766978,1270633,1542411,1741793,1424980,1155567,1458552,1692547,1341970
18100,"Elmira",346894,36,"New York","NY",82.15806,82.56428,83.35123,83.78956,86.44264,86.75273,88.90255,89.03471,76.88849,77.34206,80.933,81.35449,83.98138,84.33511,85.88495,86.13491,.3833891,.3743045,.428091,.4143729,.4289679,.4137171,.4576624,.4426057,.3077775,.3108229,.3400374,.3380548,.3849645,.3758188,.4946362,.4793233,199189,228767,229148,164872,192139,232743,219718,152376
18201,"Olean",197898,36,"New York","NY",81.80247,82.25156,83.44259,83.8556,86.03745,86.37418,87.92158,88.17876,75.69663,76.1759,81.12395,81.52185,82.44793,82.84769,85.48072,85.76932,.4671903,.4524509,.4900927,.4782367,.5643335,.5397351,.8356736,.7924895,.3487458,.3563954,.4102146,.4044982,.5185847,.5091533,.7186031,.6885168,127365,139835,132547,58384,121178,153303,130344,52562
18202,"St. Marys",41086,42,"Pennsylvania","PA",82.06429,82.464,83.84965,84.2916,87.4968,87.75809,87.21931,87.54042,74.73219,75.19891,80.69495,81.14274,84.62135,84.9487,85.66012,85.9831,1.06695,1.031406,1.067425,1.024808,1.076609,1.025759,1.736109,1.650067,.7505614,.7524819,.8208735,.7967479,.9890082,.9539146,1.717966,1.654481,22622,31547,34912,13599,20933,38283,35068,12725
18300,"Watertown",250613,36,"New York","NY",82.1274,82.51608,84.65549,85.00636,85.85312,86.19199,87.30817,87.57002,76.28496,76.73584,80.33321,80.75991,83.25733,83.60312,85.8422,86.11308,.4393774,.4280759,.4767309,.4567325,.576095,.5508265,.8570255,.8193517,.3411737,.3454672,.3968831,.393653,.5067655,.4948333,.7229216,.6962193,147098,157652,154598,83801,140900,169673,152166,78410
18400,"Plattsburgh",169879,36,"New York","NY",82.46135,82.82526,83.80681,84.24245,86.88318,87.16684,88.4809,88.70149,77.21291,77.64481,80.44235,80.87682,83.86784,84.18496,84.38425,84.71754,.5246239,.507848,.5809484,.561645,.6481602,.6205345,.8349035,.7959481,.4233348,.4235185,.4738013,.4705063,.5674194,.5552455,.8289487,.8001082,102551,114449,117499,70011,100598,119107,116919,64373
